"Hyundai Engineering & Construction Co.,Ltd. Global Plant Head","['https://in.linkedin.com/in/shyam-narayan-sharma-19b67579', 'https://in.linkedin.com/in/faiz-ahmad-7a703958']"
"Hyundai Engineering & Construction Co.,Ltd. Global Manufacturing Head",[]
"Hyundai Engineering & Construction Co.,Ltd. Global GBS Head","['https://in.linkedin.com/in/pargat-singh-b6361422', 'https://in.linkedin.com/in/tahir-mohd-b75829260', 'https://in.linkedin.com/in/syrusadivasania-scm-executive-globalsourcing', 'https://in.linkedin.com/in/adithya-kanakraj-b1773a54', 'https://in.linkedin.com/in/anbazhagan-ganesan-833241125']"
"Hyundai Engineering & Construction Co.,Ltd. Global Innovation Head",['https://in.linkedin.com/in/shyam-narayan-sharma-19b67579']
"Hyundai Engineering & Construction Co.,Ltd. Global Application Development Head",['https://in.linkedin.com/in/shyam-narayan-sharma-19b67579']
"Hyundai Engineering & Construction Co.,Ltd. Global Offshoring Head","['https://in.linkedin.com/in/carlton-walker-a257055', 'https://in.linkedin.com/in/siva-shyam-kumar-8b8b1a58']"
"Hyundai Engineering & Construction Co.,Ltd. Global ESG Head","['https://in.linkedin.com/company/hyundai-engineering-&-construction-co.-ltd?trk=public_profile_experience-group-header', 'https://in.linkedin.com/in/shyam-narayan-sharma-19b67579']"
Kuwait Oil Company Global GCC Head,[]
Kuwait Oil Company Global GIC Head,[]
Kuwait Oil Company Global Global Development Centre Head,[]
Kuwait Oil Company Global Country Head,['https://in.linkedin.com/in/abdulaziz-al-attar-b066231a']
Kuwait Oil Company Global Site Head,['https://in.linkedin.com/company/kpcofficialkw?trk=public_profile_experience-item_profile-section-card_subtitle-click']
Kuwait Oil Company Global Centre Head,[]
Kuwait Oil Company Global CTO,['https://in.linkedin.com/in/abdulaziz-al-attar-b066231a']
Kuwait Oil Company Global CIO,"['https://in.linkedin.com/company/kpcofficialkw?trk=public_profile_experience-item_profile-section-card_image-click', 'https://in.linkedin.com/in/abdulaziz-al-attar-b066231a']"
Kuwait Oil Company Global HR Head,[]
Kuwait Oil Company Global Chief Marketing Officer,"['https://in.linkedin.com/company/kpcofficialkw?trk=ppro_cprof', 'https://in.linkedin.com/in/abdulaziz-al-attar-b066231a', 'https://in.linkedin.com/company/kpcofficialkw?trk=public_profile_experience-item_profile-section-card_subtitle-click', 'https://in.linkedin.com/company/kpcofficialkw?trk=public_profile_topcard-current-company']"
Kuwait Oil Company Global Talent Acquistion Head,['https://in.linkedin.com/in/anilgarg-gcc']
Kuwait Oil Company Global Offshoring Head,['https://in.linkedin.com/company/kfhgroup']
Kuwait Oil Company Global IT Commercial Head,[]
Kuwait Oil Company Global IT Services Procurement Head,[]
Kuwait Oil Company Global Indirect Procurement Head,[]
Kuwait Oil Company Global Strategic Sourcing Head,[]
Kuwait Oil Company Global Vendor Management Head,[]
Kuwait Oil Company Global Workforce Strategy Head,['https://in.linkedin.com/company/kpcofficialkw?trk=public_profile_experience-group-header']
Kuwait Oil Company Global Contigency Hiring Head,[]
Kuwait Oil Company Global Contractual Staffing Head,[]
Kuwait Oil Company Global Staff Augmentation Head,[]
Kuwait Oil Company Global Technical T&M Hiring Head,"['https://in.linkedin.com/in/vijayan-ksv-8104a015', 'https://in.linkedin.com/in/yasoob-naqvi-0900b649', 'https://in.linkedin.com/in/fareeduddinpmc', 'https://in.linkedin.com/in/manoj-kumar-4b318919']"
Kuwait Oil Company Global Shared Services Head,"['https://in.linkedin.com/company/kpcofficialkw?trk=public_profile_experience-item_profile-section-card_subtitle-click', 'https://in.linkedin.com/in/abdulaziz-al-attar-b066231a']"
Kuwait Oil Company Global Chief Administrative Officer,[]
Kuwait Oil Company Global Digital Transformation Head,[]
Kuwait Oil Company Global Enterprise IT Head,"['https://in.linkedin.com/company/kpcofficialkw?trk=public_profile_experience-item_profile-section-card_subtitle-click', 'https://in.linkedin.com/company/kpcofficialkw?trk=public_profile_experience-item_profile-section-card_image-click']"
Kuwait Oil Company Global IT Head,['https://in.linkedin.com/in/abdulaziz-al-attar-b066231a']
Kuwait Oil Company Global Engineering Head,[]
Kuwait Oil Company Global Delivery Head,[]
Kuwait Oil Company Global Program Head,"['https://in.linkedin.com/company/kpcofficialkw?trk=ppro_cprof', 'https://in.linkedin.com/in/abdulaziz-al-attar-b066231a']"
Kuwait Oil Company Global Data Head,[]
Kuwait Oil Company Global Data Centre Head,[]
Kuwait Oil Company Global Supply Chain Head,[]
Kuwait Oil Company Global Supply Chain IT Head,[]
Kuwait Oil Company Global Testing Head,"['https://in.linkedin.com/in/santhoshkumarg76502', 'https://in.linkedin.com/in/sunil-pullarcot-1844b498']"
Kuwait Oil Company Global QA Head,['https://in.linkedin.com/company/kpcofficialkw?trk=ppro_cprof']
Kuwait Oil Company Global Automation Head,[]
Kuwait Oil Company Global MES Head,[]
Kuwait Oil Company Global IDES Head,[]
Kuwait Oil Company Global PLM Head,[]
Kuwait Oil Company Global Industry 4.0 Head,"['https://in.linkedin.com/company/kpcofficialkw?trk=public_profile_experience-item_profile-section-card_subtitle-click', 'https://in.linkedin.com/company/kpcofficialkw?trk=public_profile_experience-group-header', 'https://in.linkedin.com/in/abdulaziz-al-attar-b066231a']"
Kuwait Oil Company Global Cloud Head,[]
Kuwait Oil Company Global IT Infra Head,"['https://in.linkedin.com/in/abdulaziz-al-attar-b066231a', 'https://in.linkedin.com/in/satish-muley-b7422516', 'https://in.linkedin.com/in/nagaraj-palanichamy-602bb022', 'https://in.linkedin.com/in/muthukumar-krishnamoorthy-7a2a5b10a', 'https://in.linkedin.com/in/gopi-thangavel-ph-d-cciso-cism-pmp-eplcm-itil-a9a89342']"
Kuwait Oil Company Global ERP Head,[]
Kuwait Oil Company Global SAP Head,['https://in.linkedin.com/in/cinimatz']
Kuwait Oil Company Global Database Head,[]
Kuwait Oil Company Global Digital Workplace Head,[]
Kuwait Oil Company Global ServiceNow Head,[]
Kuwait Oil Company Global Cybersecurity Head,[]
Kuwait Oil Company Global Customer Experience Head,[]
Kuwait Oil Company Global GenAI Head,[]
Kuwait Oil Company Global Analytics Head,[]
Kuwait Oil Company Global Data Science Head,[]
Kuwait Oil Company Global RPA Head,['https://in.linkedin.com/in/santhoshkumarg76502']
Kuwait Oil Company Global DevOps Head,[]
Kuwait Oil Company Global CRM Head,[]
Kuwait Oil Company Global Software Engineering Head,['https://in.linkedin.com/in/bobykuriakose74']
Kuwait Oil Company Global Plant Head,"['https://in.linkedin.com/in/abdulaziz-al-attar-b066231a', 'https://in.linkedin.com/in/gummadi-chandra-mohan-4023791b5', 'https://in.linkedin.com/company/kpcofficialkw?trk=ppro_cprof']"
Kuwait Oil Company Global Manufacturing Head,[]
Kuwait Oil Company Global GBS Head,[]
Kuwait Oil Company Global Innovation Head,[]
Kuwait Oil Company Global Application Development Head,[]
Kuwait Oil Company Global Offshoring Head,['https://in.linkedin.com/company/kfhgroup']
Kuwait Oil Company Global ESG Head,[]
Actalent Global GCC Head,"['https://in.linkedin.com/in/raajorshi', 'https://in.linkedin.com/in/elancheliyan-ravichandran-19062582?trk=organization_guest_main-feed-card-text', 'https://in.linkedin.com/in/nshashikumar', 'https://in.linkedin.com/in/ranjita-sahoo-b9793b18b?trk=public_profile_browsemap', 'https://in.linkedin.com/in/sharan-rao-19bb7918b']"
Actalent Global GIC Head,"['https://in.linkedin.com/in/sharan-rao-19bb7918b', 'https://in.linkedin.com/in/hruthika-g-333b781b4', 'https://in.linkedin.com/in/nikita-kataria-71068a9a', 'https://in.linkedin.com/in/rahul-pansuriya-57a61a79']"
Actalent Global Global Development Centre Head,"['https://in.linkedin.com/in/shivarajp', 'https://in.linkedin.com/in/raajorshi', 'https://in.linkedin.com/in/divya-prashanth-4942956', 'https://in.linkedin.com/in/gurdeepsingh299', 'https://in.linkedin.com/in/suhas-narasimha-aaa87611']"
Actalent Global Country Head,"['https://in.linkedin.com/in/vijay-mallya-4515a45', 'https://in.linkedin.com/in/raajorshi', 'https://in.linkedin.com/in/rajesh-kinnera-9409267', 'https://in.linkedin.com/in/shivarajp', 'https://in.linkedin.com/in/divya-prashanth-4942956']"
Actalent Global Site Head,"['https://in.linkedin.com/in/rajesh-kinnera-9409267', 'https://in.linkedin.com/in/yogeswari-nagendran-b14b39103', 'https://in.linkedin.com/in/pyushbubna']"
Actalent Global Centre Head,"['https://in.linkedin.com/in/shivarajp', 'https://in.linkedin.com/in/raajorshi', 'https://in.linkedin.com/in/pyushbubna', 'https://in.linkedin.com/in/divya-prashanth-4942956', 'https://in.linkedin.com/in/ramdasshet']"
Actalent Global CTO,"['https://in.linkedin.com/in/nitesh-kumar-4ab54356', 'https://in.linkedin.com/in/shivarajp', 'https://in.linkedin.com/in/raajorshi']"
Actalent Global CIO,['https://in.linkedin.com/in/rajesh-kinnera-9409267']
Actalent Global HR Head,"['https://in.linkedin.com/in/raajorshi', 'https://in.linkedin.com/in/kumaranannamalai', 'https://in.linkedin.com/in/rajesh-kinnera-9409267', 'https://in.linkedin.com/in/yogeswari-nagendran-b14b39103', 'https://in.linkedin.com/in/poornima-krishnaswamy-aa3425b']"
Actalent Global Chief Marketing Officer,"['https://in.linkedin.com/in/divya-prashanth-4942956', 'https://in.linkedin.com/in/rajesh-kinnera-9409267', 'https://in.linkedin.com/in/shivarajp']"
Actalent Global Talent Acquistion Head,"['https://in.linkedin.com/in/rajesh-kinnera-9409267', 'https://in.linkedin.com/in/yogeswari-nagendran-b14b39103', 'https://in.linkedin.com/in/pyushbubna', 'https://in.linkedin.com/in/raajorshi', 'https://in.linkedin.com/in/akanksha-raman-shrm-cp-172b3b87']"
Actalent Global Offshoring Head,"['https://in.linkedin.com/in/divya-prashanth-4942956', 'https://in.linkedin.com/company/easi_2', 'https://in.linkedin.com/in/khalandar-ismail-561167173', 'https://in.linkedin.com/in/nshashikumar', 'https://in.linkedin.com/in/divya-prashanth-4942956']"
Actalent Global IT Commercial Head,"['https://in.linkedin.com/in/shivarajp', 'https://in.linkedin.com/in/divya-prashanth-4942956', 'https://in.linkedin.com/in/vijay-mallya-4515a45', 'https://in.linkedin.com/in/yogeswari-nagendran-b14b39103', 'https://in.linkedin.com/in/thejas-shree-3b5152190']"
Actalent Global IT Services Procurement Head,"['https://in.linkedin.com/in/pyushbubna', 'https://in.linkedin.com/in/divya-prashanth-4942956', 'https://in.linkedin.com/in/harish-shetty-12b417202']"
Actalent Global Indirect Procurement Head,"['https://in.linkedin.com/in/harish-shetty-12b417202', 'https://in.linkedin.com/in/khyati-vyas-301bba81', 'https://in.linkedin.com/in/sylvester-stalon-173abb86?trk=public_profile_samename-profile', 'https://in.linkedin.com/in/sushmitha-kundar-9644a821b', 'https://in.linkedin.com/in/khyati-vyas-301bba81']"
Actalent Global Strategic Sourcing Head,"['https://in.linkedin.com/in/rajesh-kinnera-9409267', 'https://in.linkedin.com/in/pyushbubna', 'https://in.linkedin.com/in/divya-prashanth-4942956', 'https://in.linkedin.com/in/yogeswari-nagendran-b14b39103']"
Actalent Global Vendor Management Head,"['https://in.linkedin.com/in/pyushbubna', 'https://in.linkedin.com/in/raajorshi', 'https://in.linkedin.com/in/ramdasshet', 'https://in.linkedin.com/in/ajaykumar-hiremath-789917188', 'https://in.linkedin.com/in/arunmozhiarasu']"
Actalent Global Workforce Strategy Head,"['https://in.linkedin.com/in/rajesh-kinnera-9409267', 'https://in.linkedin.com/in/raajorshi']"
Actalent Global Contigency Hiring Head,[]
Actalent Global Contractual Staffing Head,[]
Actalent Global Staff Augmentation Head,[]
Actalent Global Technical T&M Hiring Head,"['https://in.linkedin.com/in/shivarajp', 'https://in.linkedin.com/in/vandana-goswami-56a3b2108']"
Actalent Global Shared Services Head,"['https://in.linkedin.com/in/rajesh-kinnera-9409267', 'https://in.linkedin.com/in/raajorshi', 'https://in.linkedin.com/in/shivarajp', 'https://in.linkedin.com/in/pyushbubna', 'https://in.linkedin.com/in/yogeswari-nagendran-b14b39103']"
Actalent Global Chief Administrative Officer,"['https://in.linkedin.com/in/raajorshi', 'https://in.linkedin.com/in/rajesh-kinnera-9409267', 'https://in.linkedin.com/in/vijay-mallya-4515a45', 'https://in.linkedin.com/in/shivarajp', 'https://in.linkedin.com/in/gurdeepsingh299']"
Actalent Global Digital Transformation Head,"['https://in.linkedin.com/in/shivarajp', 'https://in.linkedin.com/in/jhhenb', 'https://in.linkedin.com/in/bhanupradeep-pandurangi88735886', 'https://in.linkedin.com/in/rajesh-kinnera-9409267', 'https://in.linkedin.com/in/raajorshi']"
Actalent Global Enterprise IT Head,"['https://in.linkedin.com/in/shivarajp', 'https://in.linkedin.com/in/rajesh-kinnera-9409267', 'https://in.linkedin.com/in/vijay-mallya-4515a45', 'https://in.linkedin.com/in/raajorshi', 'https://in.linkedin.com/in/sushilspai']"
Actalent Global IT Head,"['https://in.linkedin.com/in/shivarajp', 'https://in.linkedin.com/in/bhanu-p-j-493a7a24', 'https://in.linkedin.com/in/raajorshi', 'https://in.linkedin.com/in/rajesh-kinnera-9409267', 'https://in.linkedin.com/in/vijay-mallya-4515a45']"
Actalent Global Engineering Head,"['https://in.linkedin.com/in/shivarajp', 'https://in.linkedin.com/in/ramdasshet', 'https://in.linkedin.com/in/raajorshi', 'https://in.linkedin.com/in/sushilspai', 'https://in.linkedin.com/in/vijay-mallya-4515a45']"
Actalent Global Delivery Head,"['https://in.linkedin.com/in/raajorshi', 'https://in.linkedin.com/in/shivarajp', 'https://in.linkedin.com/in/pranata-kalkura-7a8a2020', 'https://in.linkedin.com/in/avinashhirekerur', 'https://in.linkedin.com/in/ramdasshet']"
Actalent Global Program Head,"['https://in.linkedin.com/in/shivarajp', 'https://in.linkedin.com/in/raajorshi', 'https://in.linkedin.com/in/rajesh-kinnera-9409267', 'https://in.linkedin.com/in/yogeswari-nagendran-b14b39103']"
Actalent Global Data Head,"['https://in.linkedin.com/in/shivarajp', 'https://in.linkedin.com/in/rajesh-kinnera-9409267', 'https://in.linkedin.com/in/raajorshi', 'https://in.linkedin.com/in/pyushbubna']"
Actalent Global Data Centre Head,"['https://in.linkedin.com/in/shivarajp', 'https://in.linkedin.com/in/raajorshi', 'https://in.linkedin.com/in/pyushbubna', 'https://in.linkedin.com/in/ramdasshet', 'https://in.linkedin.com/in/divya-prashanth-4942956']"
Actalent Global Supply Chain Head,"['https://in.linkedin.com/in/harish-shetty-12b417202', 'https://in.linkedin.com/in/shivarajp', 'https://in.linkedin.com/in/raajorshi']"
Actalent Global Supply Chain IT Head,"['https://in.linkedin.com/in/shivarajp', 'https://in.linkedin.com/in/prasanna-kumara-84aa60158', 'https://in.linkedin.com/in/bhanu-p-j-493a7a24', 'https://in.linkedin.com/in/raajorshi']"
Actalent Global Testing Head,"['https://in.linkedin.com/in/shivarajp', 'https://in.linkedin.com/in/ramdasshet', 'https://in.linkedin.com/in/divya-prashanth-4942956', 'https://in.linkedin.com/in/vijay-mallya-4515a45', 'https://in.linkedin.com/in/sushilspai']"
Actalent Global QA Head,[]
Actalent Global Automation Head,"['https://in.linkedin.com/in/shivarajp', 'https://in.linkedin.com/in/raajorshi', 'https://in.linkedin.com/in/pyushbubna']"
Actalent Global MES Head,"['https://in.linkedin.com/in/tamilselvans', 'https://in.linkedin.com/in/avinashhirekerur', 'https://in.linkedin.com/in/faiz-ur-rehman-faruqi-71878b19', 'https://in.linkedin.com/in/rajesh-pai-806ab4b1', 'https://in.linkedin.com/in/basavaraj-b-r-4b9277b2']"
Actalent Global IDES Head,"['https://in.linkedin.com/in/shivarajp', 'https://in.linkedin.com/in/yogeswari-nagendran-b14b39103', 'https://in.linkedin.com/in/raajorshi', 'https://in.linkedin.com/in/divya-prashanth-4942956']"
Actalent Global PLM Head,"['https://in.linkedin.com/in/vijay-mallya-4515a45', 'https://in.linkedin.com/in/jhhenb', 'https://in.linkedin.com/in/prasanna-kumara-84aa60158', 'https://in.linkedin.com/in/sandeep-naik-1bb09012', 'https://in.linkedin.com/in/kiran3524?trk=public_post_main-feed-card_reshare-text']"
Actalent Global Industry 4.0 Head,"['https://in.linkedin.com/in/jhhenb', 'https://in.linkedin.com/in/shivarajp', 'https://in.linkedin.com/in/rajesh-kinnera-9409267', 'https://in.linkedin.com/in/jhhenb', 'https://in.linkedin.com/in/divya-prashanth-4942956']"
Actalent Global Cloud Head,"['https://in.linkedin.com/in/shivarajp', 'https://in.linkedin.com/in/rajesh-kinnera-9409267', 'https://in.linkedin.com/in/pyushbubna', 'https://in.linkedin.com/in/nitesh-kumar-4ab54356', 'https://in.linkedin.com/in/sushilspai']"
Actalent Global IT Infra Head,"['https://in.linkedin.com/in/sridharanmech', 'https://in.linkedin.com/in/yogeswari-nagendran-b14b39103', 'https://in.linkedin.com/in/bagavathi-perumal-417900102', 'https://in.linkedin.com/in/jayaram-abimanyu-96b04525', 'https://in.linkedin.com/in/gunnam-sai-sri-lakshmi-7279771ab']"
Actalent Global ERP Head,"['https://in.linkedin.com/company/actalentservices?trk=public_profile_experience-item_result-card_subtitle-click', 'https://in.linkedin.com/in/thiagarajan-ramanathan-b641a115']"
Actalent Global SAP Head,"['https://in.linkedin.com/in/yogeswari-nagendran-b14b39103', 'https://in.linkedin.com/in/divya-prashanth-4942956', 'https://in.linkedin.com/in/udhayasuriyan-md-b3aaaa30', 'https://in.linkedin.com/jobs/view/sap-at-actalent-4144132336', 'https://in.linkedin.com/in/gurdeepsingh299']"
Actalent Global Database Head,[]
Actalent Global Digital Workplace Head,[]
Actalent Global ServiceNow Head,[]
Actalent Global Cybersecurity Head,['https://in.linkedin.com/in/ramdasshet']
Actalent Global Customer Experience Head,"['https://in.linkedin.com/in/shivarajp', 'https://in.linkedin.com/in/yogeswari-nagendran-b14b39103', 'https://in.linkedin.com/in/divya-prashanth-4942956']"
Actalent Global GenAI Head,"['https://in.linkedin.com/in/nitesh-kumar-4ab54356', 'https://in.linkedin.com/in/oindrila-bhattacharya-273a95126', 'https://in.linkedin.com/in/elancheliyan-ravichandran-19062582?trk=organization_guest_main-feed-card-text', 'https://in.linkedin.com/in/nitesh-kumar-4ab54356', 'https://in.linkedin.com/in/devaraj-k-211b414a']"
Actalent Global Analytics Head,"['https://in.linkedin.com/in/raajorshi', 'https://in.linkedin.com/in/rajesh-kinnera-9409267', 'https://in.linkedin.com/in/divya-prashanth-4942956', 'https://in.linkedin.com/in/jhhenb', 'https://in.linkedin.com/in/yogeswari-nagendran-b14b39103']"
Actalent Global Data Science Head,"['https://in.linkedin.com/in/jhhenb', 'https://in.linkedin.com/in/rajesh-kinnera-9409267', 'https://in.linkedin.com/in/raajorshi', 'https://in.linkedin.com/in/nitesh-kumar-4ab54356', 'https://in.linkedin.com/in/ramdasshet']"
Actalent Global RPA Head,"['https://in.linkedin.com/in/shivarajp', 'https://in.linkedin.com/in/sushilspai', 'https://in.linkedin.com/in/akanksha-raman-shrm-cp-172b3b87', 'https://in.linkedin.com/in/bhanupradeep-pandurangi88735886', 'https://in.linkedin.com/in/pavithra-krishnan-4b242519b']"
Actalent Global DevOps Head,"['https://in.linkedin.com/in/shivarajp', 'https://in.linkedin.com/in/sumanth-viswanadhuni-08ba3219b', 'https://in.linkedin.com/in/pavithra-krishnan-4b242519b', 'https://in.linkedin.com/in/nitesh-kumar-4ab54356']"
Actalent Global CRM Head,"['https://in.linkedin.com/in/oindrila-bhattacharya-273a95126', 'https://in.linkedin.com/in/shivaranjani-s', 'https://in.linkedin.com/in/gurdeepsingh299', 'https://in.linkedin.com/in/narendar-kota']"
Actalent Global Software Engineering Head,"['https://in.linkedin.com/in/shivarajp', 'https://in.linkedin.com/in/amisha-bhardwaj-7440781a0', 'https://in.linkedin.com/in/sushilspai', 'https://in.linkedin.com/in/divya-prashanth-4942956']"
Actalent Global Plant Head,"['https://in.linkedin.com/in/raajorshi', 'https://in.linkedin.com/in/jhhenb', 'https://in.linkedin.com/in/vijay-mallya-4515a45', 'https://in.linkedin.com/in/divya-prashanth-4942956', 'https://in.linkedin.com/in/udhayasuriyan-md-b3aaaa30']"
Actalent Global Manufacturing Head,"['https://in.linkedin.com/in/shivarajp', 'https://in.linkedin.com/in/raajorshi', 'https://in.linkedin.com/in/jhhenb', 'https://in.linkedin.com/in/pyushbubna']"
Actalent Global GBS Head,"['https://in.linkedin.com/in/sai-santhosh-somasundaram-9812a473', 'https://in.linkedin.com/in/selvimichael', 'https://in.linkedin.com/in/shobhithbhojaraj', 'https://in.linkedin.com/in/prashanth-r-4ab8581']"
Actalent Global Innovation Head,"['https://in.linkedin.com/in/shivarajp', 'https://in.linkedin.com/in/raajorshi', 'https://in.linkedin.com/company/actalentservices?trk=public_profile_experience-item_result-card_subtitle-click', 'https://in.linkedin.com/in/bhanu-p-j-493a7a24', 'https://in.linkedin.com/in/rajesh-kinnera-9409267']"
Actalent Global Application Development Head,"['https://in.linkedin.com/in/shivarajp', 'https://in.linkedin.com/in/sushilspai', 'https://in.linkedin.com/in/raajorshi', 'https://in.linkedin.com/in/vijay-mallya-4515a45']"
Actalent Global Offshoring Head,"['https://in.linkedin.com/in/divya-prashanth-4942956', 'https://in.linkedin.com/company/easi_2', 'https://in.linkedin.com/in/khalandar-ismail-561167173', 'https://in.linkedin.com/in/nshashikumar', 'https://in.linkedin.com/in/divya-prashanth-4942956']"
Actalent Global ESG Head,"['https://in.linkedin.com/in/jhhenb', 'https://in.linkedin.com/in/ramesh-murugan-natarajan-02b57327', 'https://in.linkedin.com/in/avinashhirekerur', 'https://in.linkedin.com/in/sai-santhosh-somasundaram-9812a473']"
Mashreq Global GCC Head,['https://in.linkedin.com/in/jayantigopal']
Mashreq Global GIC Head,"['https://in.linkedin.com/in/gautam-kumar-85b9733', 'https://in.linkedin.com/in/jayantigopal']"
Mashreq Global Global Development Centre Head,"['https://in.linkedin.com/in/gautam-kumar-85b9733', 'https://in.linkedin.com/in/k-s-shankar-29411b8', 'https://in.linkedin.com/in/shashishekharmashreq', 'https://in.linkedin.com/in/radhakrishna-kini-7223ba4', 'https://in.linkedin.com/in/reeta-mangal-6ab75814a']"
Mashreq Global Country Head,"['https://in.linkedin.com/in/tushar-vikram-77277423', 'https://in.linkedin.com/in/k-s-shankar-29411b8']"
Mashreq Global Site Head,"['https://in.linkedin.com/company/mashreq-uae?trk=ppro_cprof', 'https://in.linkedin.com/in/reeta-mangal-6ab75814a', 'https://in.linkedin.com/in/k-s-shankar-29411b8', 'https://in.linkedin.com/in/saurabhcio', 'https://in.linkedin.com/in/shashishekharmashreq']"
Mashreq Global Centre Head,"['https://in.linkedin.com/in/k-s-shankar-29411b8', 'https://in.linkedin.com/in/shashishekharmashreq', 'https://in.linkedin.com/in/radhakrishna-kini-7223ba4', 'https://in.linkedin.com/in/gautam-kumar-85b9733', 'https://in.linkedin.com/in/santhoshmahalingam']"
Mashreq Global CTO,"['https://in.linkedin.com/in/saurabhcio', 'https://in.linkedin.com/in/shashishekharmashreq', 'https://in.linkedin.com/in/asim-mohapatra-1aa7b5122', 'https://in.linkedin.com/in/jeyakark']"
Mashreq Global CIO,"['https://in.linkedin.com/in/shashishekharmashreq', 'https://in.linkedin.com/in/saurabhcio', 'https://in.linkedin.com/in/dheeraj-kumar-6b253874', 'https://in.linkedin.com/in/ganesanramani', 'https://in.linkedin.com/in/shaikah']"
Mashreq Global HR Head,"['https://in.linkedin.com/in/jayantigopal', 'https://in.linkedin.com/in/vikas-neelakanta-9a90605', 'https://in.linkedin.com/in/tanvee-kiran-65b20a48', 'https://in.linkedin.com/in/major-mithun-sasi-shrm-scp-97999931', 'https://in.linkedin.com/in/jeyakark']"
Mashreq Global Chief Marketing Officer,"['https://in.linkedin.com/company/mashreq-uae?trk=ppro_cprof', 'https://in.linkedin.com/in/mridusharma7']"
Mashreq Global Talent Acquistion Head,"['https://in.linkedin.com/in/tasniem-nagaria', 'https://in.linkedin.com/in/satishmishra985', 'https://in.linkedin.com/in/tanvee-kiran-65b20a48', 'https://in.linkedin.com/in/jennifer-prakash-423b3714', 'https://in.linkedin.com/in/vikas-neelakanta-9a90605']"
Mashreq Global Offshoring Head,"['https://in.linkedin.com/in/write2deepak', 'https://in.linkedin.com/in/somdatta-banerjee-816a0b11a']"
Mashreq Global IT Commercial Head,"['https://in.linkedin.com/in/tushar-vikram-77277423', 'https://in.linkedin.com/company/mashreq-uae?trk=ppro_cprof', 'https://in.linkedin.com/in/devendra-sharma-4519224', 'https://in.linkedin.com/in/ankit-sinha-42092448', 'https://in.linkedin.com/company/mashreq-uae?trk=public_profile_experience-group-header']"
Mashreq Global IT Services Procurement Head,"['https://in.linkedin.com/in/hemanth-krishnaji-shirke-6aa51836', 'https://in.linkedin.com/in/radhakrishna-kini-7223ba4', 'https://in.linkedin.com/in/ganapathy-p-k-5413923', 'https://in.linkedin.com/in/priyanka-k-777a1b8a', 'https://in.linkedin.com/in/koyla-sharma-a37327a0']"
Mashreq Global Indirect Procurement Head,"['https://in.linkedin.com/in/radhakrishna-kini-7223ba4', 'https://in.linkedin.com/in/priyanka-k-777a1b8a', 'https://in.linkedin.com/in/ganapathy-p-k-5413923', 'https://in.linkedin.com/in/devendra-sharma-4519224', 'https://in.linkedin.com/in/shreesh-mishra-680a8219']"
Mashreq Global Strategic Sourcing Head,[]
Mashreq Global Vendor Management Head,[]
Mashreq Global Workforce Strategy Head,"['https://in.linkedin.com/in/satishmishra985', 'https://in.linkedin.com/company/mashreq-uae?trk=ppro_cprof', 'https://in.linkedin.com/in/tushar-vikram-77277423', 'https://in.linkedin.com/in/jayantigopal']"
Mashreq Global Contigency Hiring Head,"['https://in.linkedin.com/in/saurabhcio', 'https://in.linkedin.com/in/mihir-muni-b96aa317', 'https://in.linkedin.com/in/joshy-john-4744ba135', 'https://in.linkedin.com/in/tulika-bhardwaj', 'https://in.linkedin.com/in/shubhamthecoder']"
Mashreq Global Contractual Staffing Head,"['https://in.linkedin.com/in/satishmishra985', 'https://in.linkedin.com/in/tanvee-kiran-65b20a48', 'https://in.linkedin.com/in/vikas-neelakanta-9a90605', 'https://in.linkedin.com/in/tasniem-nagaria', 'https://in.linkedin.com/in/nawaz-khan-ccwp-84b77a55']"
Mashreq Global Staff Augmentation Head,"['https://in.linkedin.com/in/hemanth-krishnaji-shirke-6aa51836', 'https://in.linkedin.com/in/shalu-gupta-752005b', 'https://in.linkedin.com/in/pankajmehta1']"
Mashreq Global Technical T&M Hiring Head,"['https://in.linkedin.com/jobs/vicepresidente-de-tecnolog%C3%ADa-jobs', 'https://in.linkedin.com/in/mohsin-ahmed-siddiqui-ms-6b560a103', 'https://in.linkedin.com/in/deepika-bangera-9162201a', 'https://in.linkedin.com/in/pdubey267', 'https://in.linkedin.com/jobs/view/business-development-manager-fas-ids-pas-acs-cctv-at-alpauls-4138635153']"
Mashreq Global Shared Services Head,"['https://in.linkedin.com/in/k-s-shankar-29411b8', 'https://in.linkedin.com/company/mashreq-uae?trk=ppro_cprof', 'https://in.linkedin.com/in/tushar-vikram-77277423', 'https://in.linkedin.com/in/saurabhcio', 'https://in.linkedin.com/in/shashishekharmashreq']"
Mashreq Global Chief Administrative Officer,"['https://in.linkedin.com/company/mashreq-uae?trk=ppro_cprof', 'https://in.linkedin.com/company/mashreq-uae?trk=public_profile_experience-group-header', 'https://in.linkedin.com/in/tushar-vikram-77277423', 'https://in.linkedin.com/in/k-s-shankar-29411b8']"
Mashreq Global Digital Transformation Head,"['https://in.linkedin.com/in/jeyakark', 'https://in.linkedin.com/in/jayaramk', 'https://in.linkedin.com/in/chetan-waghela']"
Mashreq Global Enterprise IT Head,"['https://in.linkedin.com/in/shashishekharmashreq', 'https://in.linkedin.com/in/ankit-sinha-42092448', 'https://in.linkedin.com/in/saurabhcio', 'https://in.linkedin.com/in/ashok-kumar-mvn-6b3bba1a', 'https://in.linkedin.com/in/hsawant']"
